Data Set Name,Site Name,Country Ocean,Latitude (°),Longitude (°),Elevation (m),Publication 1,Publication 2,Original Data Citation,Neotoma ID,Archive Type,Proxy General,Proxy Type,Proxy Detial,Calibration Method,Calibration Seasonality,Paleo Data Notes,Variable Name,Units,Datum,Climate Variable,Climate Variable Detail,Seasonality,Season General,Direction,Min Year,Max Year,Resolution,Ages Per kyr,In Compilation,QC Certification,QC Comments,Link to LiPDverse,,,
Olive-backedLake.Self.2015,Olive-backed Lake,Europe>Eastern Europe>Russian Federation,56.2012,158.8582,693,10.1016/j.gloplacha.2015.06.012,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,"WA-PLS, Russian Far East calibration dataset",7,"Modern temperature from Esso met station (55° 55′N, 158° 42′E, 479 m.a.s.l) /// Modern temperature from Esso met station (55° 55′N, 158° 42′E, 479 m.a.s.l)",temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,683,5288,92,1.70,Temp12k,MT,,http://lipdverse.org/globalHolocene/0_54_0/Olive-backedLake.Self.2015.html,,,
GIK23258_2.Martrat.2003,GIK23258_2,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,74.9981,13.9685,-1768,10.1016/S0146-6380(03)00084-6,,10.1594/PANGAEA.780465,,MarineSediment,isotope,d18O,pachyderma,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=4.708, prior_std=10, species=pachy, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.29945) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,670,13986,34,1.15,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/GIK23258_2.Martrat.2003.html,,,
31Lake.Eisner.1995,Lake 31,Atlantic Ocean>North Atlantic Ocean>Davis Strait,67.05,-50.47,115,10.1006/qres.1995.1006,10.1038/nature25464,this compilation,10.21233/V98S-4073,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,667,5769,166,0.78,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/31Lake.Eisner.1995.html,,,
31Lake.Eisner.1995,Lake 31,Atlantic Ocean>North Atlantic Ocean>Davis Strait,67.05,-50.47,115,10.1006/qres.1995.1006,10.1038/nature25464,this compilation,10.21233/V98S-4073,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,667,5769,166,0.78,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/31Lake.Eisner.1995.html,,,
31Lake.Eisner.1995,Lake 31,Atlantic Ocean>North Atlantic Ocean>Davis Strait,67.05,-50.47,115,10.1006/qres.1995.1006,10.1038/nature25464,this compilation,10.21233/V98S-4073,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,667,5769,166,0.78,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/31Lake.Eisner.1995.html,,,
KNR166_14_11JPC.Elmore.2015,KNR166_14_11JPC,Atlantic Ocean>North Atlantic Ocean,56.2333,-27.65,-2707,10.1016/j.margeo.2014.11.015,,www.ncdc.noaa.gov/paleo/study/17536,,MarineSediment,isotope,d18O,bulloides,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=9.6667, prior_std=10, species=bulloides, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.32736) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,665,13397,105,1.15,Temp12k,"RSV, AdV, DSK, JET",,http://lipdverse.org/globalHolocene/0_54_0/KNR166_14_11JPC.Elmore.2015.html,,,
KNR166_14_11JPC.Elmore.2015,KNR166_14_11JPC,Atlantic Ocean>North Atlantic Ocean,56.2333,-27.65,-2707,10.1016/j.margeo.2014.11.015,,www.ncdc.noaa.gov/paleo/study/17536,,MarineSediment,isotope,d18O,pachyderma,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=9.6667, prior_std=10, species=pachy, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.32736) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,665,13350,108,1.15,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/KNR166_14_11JPC.Elmore.2015.html,,,
M77_2_024_5.Salvatteci.2019,M77_2_024_5,Pacific Ocean>South Pacific Ocean,-11.0835,-78.0152,-210,10.1029/2018gl080634,,10.1594/PANGAEA.897235,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,651,11333,72,0.56,Temp12k,"JET, DSK",age gap between 8.8 and 3.7 ka; six ages over Holocene; retain to improve SH coverage,http://lipdverse.org/globalHolocene/0_54_0/M77_2_024_5.Salvatteci.2019.html,,,
KNR166_JPC26.Schmidt.2011,KNR166_JPC26,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,24.3267,-83.2524,-546,10.1029/2011PA002157,10.1016/j.epsl.2015.06.062,www.ncdc.noaa.gov/paleo/study/12257,,MarineSediment,Mg/Ca,Mg/Ca,ruber,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.8688, salinity=36.0799, pH=8.0316, clean=1, species=ruber, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,640,34490,20,1.50,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/KNR166_JPC26.Schmidt.2011.html,,,
Ennadai-2.Nichols.1975,Ennadai-2,North America>Canada>Nunavut,61.24,-100.95,325,"Nichols, H. 1975. Palynological and paleoclimatic study of the late Quaternary displacements of the boreal forest-tundra ecotone in Keewatin and Mackenzie, N.W.T., Canada. Occasional Paper 15. Institute of Arctic and Alpine Research, University of Colorado, Boulder, Colorado, USA.",10.1038/nature25464,this compilation,10.21233/N3061G,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,636,5392,31,1.47,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Ennadai-2.Nichols.1975.html,,,
Ennadai-2.Nichols.1975,Ennadai-2,North America>Canada>Nunavut,61.24,-100.95,325,"Nichols, H. 1975. Palynological and paleoclimatic study of the late Quaternary displacements of the boreal forest-tundra ecotone in Keewatin and Mackenzie, N.W.T., Canada. Occasional Paper 15. Institute of Arctic and Alpine Research, University of Colorado, Boulder, Colorado, USA.",10.1038/nature25464,this compilation,10.21233/N3061G,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,636,5392,31,1.47,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Ennadai-2.Nichols.1975.html,,,
Ennadai-2.Nichols.1975,Ennadai-2,North America>Canada>Nunavut,61.24,-100.95,325,"Nichols, H. 1975. Palynological and paleoclimatic study of the late Quaternary displacements of the boreal forest-tundra ecotone in Keewatin and Mackenzie, N.W.T., Canada. Occasional Paper 15. Institute of Arctic and Alpine Research, University of Colorado, Boulder, Colorado, USA.",10.1038/nature25464,this compilation,10.21233/N3061G,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,636,5392,31,1.47,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Ennadai-2.Nichols.1975.html,,,
Sharkey.Shuman.2016,Sharkey,North America>United States Of America>Minnesota,44.59,-93.41,308,10.1016/j.quascirev.2016.03.009,10.1046/j.1365-2745.2003.00812.x,this compilation,not in Neotoma,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,,T,air@surface,warmest month,summer+,positive,634,13038,31,0.79,Temp12k,,,http://lipdverse.org/globalHolocene/0_54_0/Sharkey.Shuman.2016.html,,,
Sharkey.Shuman.2016,Sharkey,North America>United States Of America>Minnesota,44.59,-93.41,308,10.1016/j.quascirev.2016.03.009,10.1046/j.1365-2745.2003.00812.x,this compilation,not in Neotoma,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,,T,air@surface,coldest month,winter+,positive,634,13038,31,0.79,Temp12k,,,http://lipdverse.org/globalHolocene/0_54_0/Sharkey.Shuman.2016.html,,,
Sharkey.Shuman.2016,Sharkey,North America>United States Of America>Minnesota,44.59,-93.41,308,10.1016/j.quascirev.2016.03.009,10.1046/j.1365-2745.2003.00812.x,this compilation,not in Neotoma,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,,T,air@surface,annual,annual,positive,634,13038,31,0.79,Temp12k,,,http://lipdverse.org/globalHolocene/0_54_0/Sharkey.Shuman.2016.html,,,
RC12-10.Poore.2003,RC12-10,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,23,-95.53,-3054,10.1029/2002PA000868,,this compilation,,MarineSediment,other microfossil,foraminifera,assemblage,,,,temperature,degC,abs,T,sea@surface,winter,winterOnly,positive,614,13980,62,0.53,Temp12k,LJ,"digitized record. SST based on figure 3, bottom right panel",http://lipdverse.org/globalHolocene/0_54_0/RC12-10.Poore.2003.html,,,
MiddenCluster9.Harbert.2018,Midden Cluster 9,North America>Mexico,31.6387,-115.5548,782,10.5334/oq.46,this compilation,geochange.er.usgs.gov/midden/,,Midden,biophysical,macrofossils,assemblage,Climate Reconstruction Analysis using Coexistence Likelihood Estimation,,,temperature,degC,abs,T,air@surface,annual,annual,positive,609,54400,190,,Temp12k,AD,"this time series was generated for the Temp12k database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/globalHolocene/0_54_0/MiddenCluster9.Harbert.2018.html,,,
H214.Samson.2005,H214,Pacific Ocean>South Pacific Ocean,-36.9225,177.4392,-2045,10.1029/2004PA001088,,www.ncdc.noaa.gov/paleo/study/2647,,MarineSediment,other microfossil,foraminifera,assemblage,,,,temperatureComposite,degC,abs,T,sea@surface,winter + summer,annual,positive,590,16210,670,0.79,Temp12k,"OC, SLJ","fails resolution; accepted to improve SH coverage ; this timeseries was composited programmatically, with the assumption that all values are measured at equivalent levels",http://lipdverse.org/globalHolocene/0_54_0/H214.Samson.2005.html,,,
MR003-K03-PC01.Harada.2004,MR003-K03-PC01,Pacific Ocean>North Pacific Ocean,46.32,152.53,-2793,10.1029/2004GC000740,,www.ncdc.noaa.gov/paleo/study/8458,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,"6,7,8",summerOnly,positive,584,17334,50,3.47,Temp12k,"AdV, LJ, JET",,http://lipdverse.org/globalHolocene/0_54_0/MR003-K03-PC01.Harada.2004.html,,,
MD95_2011.Risebrobakken.2003,MD95_2011,Atlantic; Norwegian Sea,66.9697,7.6393,-1048,10.1029/2002PA000764,10.1016/S0277-3791(01)00096-8,"10.1594/PANGAEA.510782,10.1594/PANGAEA.112379,10.1594/PANGAEA.438810,10.1594/PANGAEA.510781,10.1594/PANGAEA.56695,10.1594/PANGAEA.820583,10.1594/PANGAEA.260588",,MarineSediment,other microfossil,radiolaria,assemblage,temperature transfer function developed by Cortese et al. [2002],,,temperature,degC,abs,T,sea@surface,Summer,summerOnly,positive,581,11155,81,1.32,Temp12k,"RSV, OC","fails age control, barely; accepted because of large number of ages",http://lipdverse.org/globalHolocene/0_54_0/MD95_2011.Risebrobakken.2003.html,,,
MD95_2011.Risebrobakken.2003,MD95_2011,Atlantic; Norwegian Sea,66.9697,7.6393,-1048,10.1029/2002PA000764,10.1016/S0277-3791(01)00096-8,"10.1594/PANGAEA.510782,10.1594/PANGAEA.112379,10.1594/PANGAEA.438810,10.1594/PANGAEA.510781,10.1594/PANGAEA.56695,10.1594/PANGAEA.820583,10.1594/PANGAEA.260588",,MarineSediment,isotope,d18O,pachyderma,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=8.5919, prior_std=10, species=pachy, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.24619) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,567,11155,81,1.32,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/MD95_2011.Risebrobakken.2003.html,,,
MD95_2011.Risebrobakken.2003,MD95_2011,Atlantic; Norwegian Sea,66.9697,7.6393,-1048,10.1029/2002PA000764,10.1016/S0277-3791(01)00096-8,"10.1594/PANGAEA.510782,10.1594/PANGAEA.112379,10.1594/PANGAEA.438810,10.1594/PANGAEA.510781,10.1594/PANGAEA.56695,10.1594/PANGAEA.820583,10.1594/PANGAEA.260588",,MarineSediment,other microfossil,foraminifera,assemblage,Transfert function,,"Maximum Likelihood technique (ter Braak and van Dam, 1989)",temperature,degC,abs,T,sea@surface,"Summer (6,7,8)",summerOnly,positive,567,11155,13,1.22,Temp12k,"AdV, OC","fails age control, barely; accepted because of large number of ages",http://lipdverse.org/globalHolocene/0_54_0/MD95_2011.Risebrobakken.2003.html,,,
VM12_107.Schmidt.2012,VM12_107,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,11.33,-66.63,-1079,10.1073/pnas.1207806109,10.1002/2015PA002832,www.ncdc.noaa.gov/paleo/study/13609,,MarineSediment,isotope,d18O,ruber,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=26.9786, prior_std=10, species=ruber, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.75609) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,566,49414,184,0.52,Temp12k,"JET, DSK",ages based on median of bacon enseble; age gap 7.9 - 1.1 ka; 6 ages within Holocene; retain to improve tropical coverage,http://lipdverse.org/globalHolocene/0_54_0/VM12_107.Schmidt.2012.html,,,
VM12_107.Schmidt.2012,VM12_107,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,11.33,-66.63,-1079,10.1073/pnas.1207806109,10.1002/2015PA002832,www.ncdc.noaa.gov/paleo/study/13609,,MarineSediment,Mg/Ca,Mg/Ca,ruber,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.8626, salinity=36.3323, pH=8.0437, clean=1, species=ruber, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,566,46396,204,0.52,Temp12k,"JET, DSK",ages based on median of bacon enseble; age gap 7.9 - 1.1 ka; 6 ages within Holocene; retain to improve tropical coverage,http://lipdverse.org/globalHolocene/0_54_0/VM12_107.Schmidt.2012.html,,,
MD99_2251.Farmer.2008,MD99_2251,Atlantic Ocean>North Atlantic Ocean,57.4478,-27.9078,-2620,10.1029/2008GC002199,10.1126/science.1127213,this compilation,,MarineSediment,Mg/Ca,Mg/Ca,bulloides,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.4951, salinity=35.0485, pH=8.1357, clean=0, species=bulloides, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,560,11990,70,2.01,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/MD99_2251.Farmer.2008.html,,,
ODP162_984.Came.2007,ODP162_984,Atlantic Ocean>North Atlantic Ocean,61.4253,-24.0824,-1648,10.1130/G23455A.1,10.1038/ngeo227,www.ncdc.noaa.gov/paleo/study/5593,,MarineSediment,Mg/Ca,Mg/Ca,pachyderma_d,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.7627, salinity=35.1373, pH=8.1036, clean=1, species=incompta, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,554,10423,81,1.03,Temp12k,"AdV, DSK, JET",,http://lipdverse.org/globalHolocene/0_54_0/ODP162_984.Came.2007.html,,,
MD95_2011.Risebrobakken.2003,MD95_2011,Atlantic; Norwegian Sea,66.9697,7.6393,-1048,10.1029/2002PA000764,10.1016/S0277-3791(01)00096-8,"10.1594/PANGAEA.510782,10.1594/PANGAEA.112379,10.1594/PANGAEA.438810,10.1594/PANGAEA.510781,10.1594/PANGAEA.56695,10.1594/PANGAEA.820583,10.1594/PANGAEA.260588",,MarineSediment,alkenone,alkenone,UK37,Prahl and Wakeham (1987),,calculated after Prahl and Wakeham (1987),temperature,degC,abs,T,sea@surface,annual,annual,positive,536,13166,60,1.75,Temp12k,"DSK, OC","fails age control, barely; accepted because of large number of ages; no underlying data available; no Bayesian recalibration",http://lipdverse.org/globalHolocene/0_54_0/MD95_2011.Risebrobakken.2003.html,,,
HAP0212.vanderBilt.2016,HAP0212,Atlantic Ocean>North Atlantic Ocean>Svalbard And Jan Mayen,79.26,11.52,12,10.1016/j.quascirev.2016.10.006,,10.1594/PANGAEA.868936,,LakeSediment,alkenone,alkenone,UK37,"Calculated from UK37 (D'Andrea et al., 2016) (URI: 10.1016/j.gca.2015.10.031) * COMMENT: Calculated using the Group I calibration slope presented by D'Andrea et al. (2016). As we could not calibrate UK37 values to in-situ temperature observations for this study (no overlap with instrumental period) - we present the relative values generating by this algorithm.","Alkenones likely produced during the spring bloom, shortly after the lake becomes ice free","METHOD: Calculated from UK37 (D'Andrea et al., 2016) (URI: 10.1016/j.gca.2015.10.031) * COMMENT: Calculated using the Group I calibration slope presented by D'Andrea et al. (2016). As we could not calibrate UK37 values to in-situ temperature observations for this study (no overlap with instrumental period) - we present the relative values generating by this algorithm.",temperature,degC,anom,T,lake@surface,"6,7,8",summerOnly,positive,534,11117,108,2.08,Temp12k,EKT,"temp anomaly calculated relative to mean of entire core; depth of PSV chronology data control points estimated from Fig. 5 of van der Bilt et al., 2015 http://dx.doi.org/10.1016/j.quascirev.2015.09.003, because not provided in any tables.",http://lipdverse.org/globalHolocene/0_54_0/HAP0212.vanderBilt.2016.html,,,
GEOFAR_KF16_MgCa.Repschlager.2016,GEOFAR_KF22,Atlantic Ocean>North Atlantic Ocean,37.999,-31.1283,-3050,10.1029/2012PA002281,10.5194/cp-13-333-2017,10.1594/PANGAEA.824858;10.1594/PANGAEA.868105,,MarineSediment,Mg/Ca,Mg/Ca,ruber white,"BAY: SST calculated from Mg/Ca (TSid=LPD736982dd) using the BAYMAG program baymag_predict. Parameters: omega=1.3246, clean=1, species=ruber, pstd=10, varargin=unspecified; For salinity and pH, values are specified to change through time, and are calculated using the get_phsal program from Jess Tierney, based on modern values of salinity (36.276) and pH (8.102) for the archive location and using the ages",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,524,11258,78,0.75,Temp12k,"SLJ, AdV",,http://lipdverse.org/globalHolocene/0_54_0/GEOFAR_KF16_MgCa.Repschlager.2016.html,,,
LacLeonard.Labelle.1984,Lac Leonard,North America>Canada>Quebec,49.21,-65.81,17,10.7202/032567ar,10.1038/nature25464,this compilation,10.21233/N3CM92,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,523,9791,292,0.54,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacLeonard.Labelle.1984.html,,,
LacLeonard.Labelle.1984,Lac Leonard,North America>Canada>Quebec,49.21,-65.81,17,10.7202/032567ar,10.1038/nature25464,this compilation,10.21233/N3CM92,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,523,9791,292,0.54,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacLeonard.Labelle.1984.html,,,
LacLeonard.Labelle.1984,Lac Leonard,North America>Canada>Quebec,49.21,-65.81,17,10.7202/032567ar,10.1038/nature25464,this compilation,10.21233/N3CM92,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,523,9791,292,0.54,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacLeonard.Labelle.1984.html,,,
GeoB5844_2.Arz.2003,GeoB5844_2,Indian Ocean>Red Sea,27.714,34.6817,-963,10.1029/2002PA000864,,10.1594/PANGAEA.736623,,MarineSediment,isotope,d18O,ruber,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=25.3271, prior_std=10, species=ruber, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (1.6845) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,516,9948,302,0.61,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/GeoB5844_2.Arz.2003.html,,,
